3159836	351100	0
3159836	3156505	0
14820	1056220	0
14820	351100	0
14961	1056220	0
14961	3156505	0
14961	3159836	0
3161015	351100	0
3161015	3156505	0
3161015	14961	0
18944	3156505	0
19051	1056220	0
2121708	351100	0
2121708	3156449	0
2121708	3156505	0
2121708	14820	0
2121708	14961	0
2121708	3161015	0
2121708	18944	0
2127308	3161015	0
2277403	351100	0
2277403	18944	0
2133874	1056220	0
2133874	3159836	0
2133874	18944	0
2133874	19051	0
2133874	2121708	0
2133874	2277403	0
2278040	3156449	0
2278040	3161015	0
2278040	2127308	0
2278040	2133874	0
1089515	14820	0
1089515	18944	0
1089515	2121708	0
1089515	2127308	0
60007	351100	0
60007	2133874	0
60007	1089515	0
60430	351100	0
60430	3156449	0
60430	3156505	0
60430	3161015	0
60445	351100	0
60445	3156505	0
60445	14820	0
60445	14961	0
60517	1056220	0
60517	351100	0
60517	3156449	0
60517	3156505	0
60517	14820	0
60517	14961	0
60517	2127308	0
60517	2133874	0
2157910	3156505	0
2157910	2278040	0
2157910	1089515	0
2158156	1056220	0
2158156	351100	0
2158156	3156505	0
2158156	2133874	0
2158156	1089515	0
2158365	3156505	0
2158365	2133874	0
2158365	1089515	0
1111275	351100	0
1111275	3156449	0
1111275	3156505	0
1111275	2127308	0
1111275	2133874	0
1111675	3156449	0
1111675	3156505	0
1111675	2121708	0
1111675	2133874	0
1111675	1089515	0
1112050	351100	0
1112050	3156449	0
1112050	3156505	0
1112050	19051	0
1112050	2133874	0
1112050	1089515	0
1112182	351100	0
1112182	3156449	0
1112182	3156505	0
1112182	14961	0
1112182	2121708	0
1112182	2127308	0
1112182	2133874	0
1112182	1089515	0
2983301	2121708	0
2983301	1112182	0
74094	3156505	0
74094	3159836	0
74094	2121708	0
74094	2277403	0
74094	60445	0
74094	1111675	0
74289	3156505	0
74289	14820	0
74289	3161015	0
74289	2121708	0
74289	2127308	0
74289	1112182	0
74289	2983301	0
2983355	18944	0
2983355	2277403	0
2983355	1111675	0
2983355	1112050	0
2983355	1112182	0
2983355	74289	0
74403	3156505	0
74403	14820	0
74403	3161015	0
74403	19051	0
74403	2121708	0
74403	2127308	0
74403	2277403	0
74403	2278040	0
74403	1111275	0
74403	1111675	0
74403	1112182	0
74403	2983355	0
1934873	3156505	0
1934873	3161015	0
1934873	2133874	0
1934873	1111675	0
1934873	1112182	0
3221327	3159836	0
3221327	14820	0
3221327	14961	0
3221327	2133874	0
3221327	1111275	0
3221327	1112182	0
3221327	74094	0
3221475	14820	0
3221475	2121708	0
3221475	2133874	0
3221475	1112050	0
2173343	19051	0
2173343	2121708	0
2173343	2278040	0
2173343	2157910	0
2173343	2158365	0
2173343	1112182	0
81733	351100	0
81733	3156505	0
81733	14961	0
81733	2133874	0
81733	74403	0
81777	3156449	0
81777	2127308	0
81777	2133874	0
81777	1089515	0
81777	2983301	0
81894	3156449	0
81894	3156505	0
81894	2983301	0
81894	74289	0
1132420	351100	0
1132420	14820	0
1132420	14961	0
1132420	2157910	0
1132420	2983301	0
1132420	74094	0
1132420	2983355	0
1132420	3221475	0
1155027	1056220	0
1155027	351100	0
1155027	2133874	0
1155027	60430	0
1155027	60445	0
1155027	60517	0
1155027	2157910	0
1155027	1111275	0
1155027	1112050	0
1155027	74094	0
1155027	2983355	0
1155027	1934873	0
1132839	351100	0
1132839	3156449	0
1132839	3156505	0
1132839	2121708	0
1132839	2127308	0
1132839	2133874	0
1132839	2983355	0
1132839	74403	0
1133900	1056220	0
1133900	351100	0
1133900	60445	0
1133900	2173343	0
1133999	1056220	0
1133999	351100	0
1133999	3156505	0
1133999	3161015	0
1133999	1132420	0
1133999	1155027	0
1134105	1056220	0
1134105	351100	0
1134105	3156505	0
1134105	2121708	0
1134105	2133874	0
1134105	2983301	0
1134105	2983355	0
2188007	351100	0
2188007	3156449	0
2188007	3156505	0
2188007	14961	0
2188007	2121708	0
2188007	2127308	0
2188007	2133874	0
2188007	1089515	0
2188007	2158156	0
2188007	2983301	0
2188007	74094	0
2188007	74289	0
2188007	74403	0
2188007	3221327	0
2188007	3221475	0
2188007	2173343	0
2188007	1155027	0
94083	2121708	0
1144979	1056220	0
1144979	3159836	0
